Main_Site_ID,Hospital_Type,Number_of_Program_Sites,Number_of_DSC_Certifications,Number_of_NonDSC_Certifications,System_Affiliation,Volume_Program,Accreditation_Decision,Volume_Year,Opdate_In_eapp,Org_Volume_Category,Setting,Volume_Name,Average_Daily_Census,Visits,Beds
211851, General,8,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,224175,0
459556, General,7,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,11,4015,39
459556, General,7,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,9000,0
459556, General,7,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,61805,0
211867, General,6,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,2,730,21
211867, General,6,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,0,0
211867, General,6,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,261241,0
211868, General,3,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,1,365,1
211868, General,3,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,18,6570,28
211868, General,3,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,4760,0
211868, General,3,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,199172,0
521396, General,4,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,1,365,1
521396, General,4,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,9,3285,15
521396, General,4,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,13455,0
521396, General,4,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,411165,0
18760, General,1,0,0,N,HAP     ,Unaccredited,2013,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,13,4745,56
18760, General,1,0,0,N,HAP     ,Unaccredited,2013,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,10760,0
18760, General,1,0,0,N,HAP     ,Unaccredited,2013,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,16638,0
211879, General,10,1,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,16,5840,62
211879, General,10,1,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,146944,0
211879, General,10,1,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,20997,0
19256, General,5,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,124,45260,221
19256, General,5,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,18,6570,68
19256, General,5,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,23184,0
19256, General,5,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,453917,0
211884, General,2,1,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,199,72635,315
211884, General,2,1,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,27,9855,37
211884, General,2,1,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,41504,0
211884, General,2,1,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,144288,0
211886, General,10,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,139,50735,224
211886, General,10,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,30,10950,32
211886, General,10,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,24485,0
211886, General,10,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,858345,0
28461, General,3,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,75,27375,247
28461, General,3,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,"Addictions, General",4,1460,4
28461, General,3,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,11,4015,16
28461, General,3,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,25777,0
28461, General,3,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,26178,0
211891, General,22,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,26,9490,89
211891, General,22,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,12787,0
211891, General,22,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,302852,0
19258, General,3,1,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,11,4015,47
19258, General,3,1,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,9356,0
19258, General,3,1,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,63387,0
211897, General,21,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,41,14965,205
211897, General,21,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,16007,0
211897, General,21,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,128507,0
211898, General,2,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,16,5840,60
211898, General,2,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,24956,0
211898, General,2,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,82221,0
211899, General,18,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,210,76650,290
211899, General,18,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,24,8760,30
211899, General,18,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,21676,0
211899, General,18,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,1699513,0
211900, General,9,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,71,25915,93
211900, General,9,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,14,5110,24
211900, General,9,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,25244,0
211900, General,9,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,773388,0
19152, General,5,0,0,N,HAP     ,Unaccredited,2014,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,12,4380,84
19152, General,5,0,0,N,HAP     ,Unaccredited,2014,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,6,2190,18
19152, General,5,0,0,N,HAP     ,Unaccredited,2014,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,7184,0
19152, General,5,0,0,N,HAP     ,Unaccredited,2014,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,48151,0
211911, General,4,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,50,18250,264
211911, General,4,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,17,6205,30
211911, General,4,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,23330,0
211911, General,4,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,572903,0
211915, General,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Acute Care Only,1,365,5
211915, General,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Swing,3,1095,10
211915, General,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,61,22265,154
211915, General,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,16,5840,18
211915, General,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,18519,0
211915, General,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,138539,0
19077, General,5,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,79,28835,276
19077, General,5,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,61582,0
19077, General,5,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,163954,0
24127, General,1,2,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,26,9490,70
24127, General,1,2,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,17911,0
24127, General,1,2,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,32224,0
211933, General,10,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,132,48180,293
211933, General,10,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,37,13505,60
211933, General,10,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,16308,0
211933, General,10,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,1025550,0
211934, General,5,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,39,14235,61
211934, General,5,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,3,1095,8
211934, General,5,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,5742,0
211934, General,5,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,186484,0
211935, General,12,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,38,13870,65
211935, General,12,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,12,4380,20
211935, General,12,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,16538,0
211935, General,12,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,810807,0
211941, General,6,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,16,5840,60
211941, General,6,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,9014,0
211941, General,6,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,377612,0
211945, General,6,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,16,5840,28
211945, General,6,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,3,1095,6
211945, General,6,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,7492,0
211945, General,6,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,298592,0
211946, General,12,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,118,43070,167
211946, General,12,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,22,8030,36
211946, General,12,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,653505,0
211946, General,12,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,22031,0
318459, General,2,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,10,3650,90
318459, General,2,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,9,3285,14
318459, General,2,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,12059,0
318459, General,2,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,18019,0
19228, General,6,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,112,40880,159
